lastmajorreleaseaccession	name	taxon_id	species	speciesname	assemblyname	genbank_id	refseq_cat	refseq_id	assembly_status	release_date	assembly_type	contig_n50	scaffold_n50	annotation	stats	gff	ftps	number_of_genes	total_length	gc_content	nb_assemblies	chr_avail	proportion_masked	Complete	Single	Duplicated	Framgented	Missing
GCA_036250565.1	21169681	1070323	Sibynophis collaris (collared black-headed snake)	Sibynophis collaris	ASM3625056v1	GCA_036250565.1	reference genome		Scaffold	2024/01/29 00:00	haploid	3504	84221	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/250/565/GCA_036250565.1_ASM3625056v1/GCA_036250565.1_ASM3625056v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/250/565/GCA_036250565.1_ASM3625056v1		1308607799	39.5	1	No	33.04	64.6	64.1	0.5	12.7	22.8
GCA_037013535.1	21636001	103694	Intellagama lesueurii (Eastern water dragon)	Intellagama lesueurii	IntLes_1.0	GCA_037013535.1	reference genome		Scaffold	2024/03/05 00:00	haploid	39629392	269041945	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/013/535/GCA_037013535.1_IntLes_1.0/GCA_037013535.1_IntLes_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/013/535/GCA_037013535.1_IntLes_1.0		1817723846	42	1	No	34.74	96.6	95.19999999999999	1.4	0.6	2.8
GCA_037043045.1	21660161	355685	Hydrophis curtus (Shaw's sea snake)	Hydrophis curtus	ASM3704304v1	GCA_037043045.1	reference genome		Scaffold	2024/03/06 00:00	haploid	11305392	267790965	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/045/GCA_037043045.1_ASM3704304v1/GCA_037043045.1_ASM3704304v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/045/GCA_037043045.1_ASM3704304v1		1925084451	40.5	2	Yes	50.89	92.7	91.3	1.4	1.2	6.1
GCA_037055225.1	21696121	8685	Hydrophis ornatus (reef sea snake)	Hydrophis ornatus	ASM3705522v1	GCA_037055225.1	reference genome		Scaffold	2024/03/07 00:00	haploid	17311133	270035755	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/055/225/GCA_037055225.1_ASM3705522v1/GCA_037055225.1_ASM3705522v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/055/225/GCA_037055225.1_ASM3705522v1		1926171689	40.5	1	No	51.05	92.6	91.39999999999999	1.2	1.2	6.2
GCA_037127405.1	21833571	8756	Sistrurus catenatus (massasauga)	Sistrurus catenatus	Scatenatus_1.1	GCA_037127405.1	na		Scaffold	2024/03/13 00:00	haploid	810402		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/127/405/GCA_037127405.1_Scatenatus_1.1/GCA_037127405.1_Scatenatus_1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/127/405/GCA_037127405.1_Scatenatus_1.1				3	Yes	NA	NA	NA	NA	NA	NA
GCA_037176775.1	21865691	38937	Anolis sagrei (Brown anole)	Anolis sagrei	rAnoSag1.pat	GCA_037176775.1	na		Chromosome	2024/03/15 00:00	haploid (paternal haplotype of diploid)	40158202		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/176/775/GCA_037176775.1_rAnoSag1.pat/GCA_037176775.1_rAnoSag1.pat_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/176/775/GCA_037176775.1_rAnoSag1.pat				2	Yes	NA	NA	NA	NA	NA	NA
GCA_037215915.1	21945381	94886	Pantherophis vulpinus (Eastern fox snake)	Pantherophis vulpinus	rPanGlo1_p1.0	GCA_037215915.1	reference genome		Scaffold	2024/03/19 00:00	haploid (principal pseudohaplotype of diploid)	28315126	145441293	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/215/915/GCA_037215915.1_rPanGlo1_p1.0/GCA_037215915.1_rPanGlo1_p1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/215/915/GCA_037215915.1_rPanGlo1_p1.0		1922569085	40.5	2	No	47.67	93.5	91.3	2.2	1.1	5.4
GCA_037215945.1	21885161	94886	Pantherophis vulpinus (Eastern fox snake)	Pantherophis vulpinus	rPanGlo1_a1.0	GCA_037215945.1	na		Scaffold	2024/03/18 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	28315120		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/215/945/GCA_037215945.1_rPanGlo1_a1.0/GCA_037215945.1_rPanGlo1_a1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/215/945/GCA_037215945.1_rPanGlo1_a1.0				2	No	NA	NA	NA	NA	NA	NA
GCA_037367245.1	22008251	740940	Phrynocephalus guinanensis (lizards & snakes)	Phrynocephalus guinanensis	CIB_Pgui_1.0	GCA_037367245.1	reference genome		Chromosome	2024/03/20 00:00	haploid	2541092	132691761	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/367/245/GCA_037367245.1_CIB_Pgui_1.0/GCA_037367245.1_CIB_Pgui_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/367/245/GCA_037367245.1_CIB_Pgui_1.0		1813735221	43.5	2	Yes	40.45	94.1	90.39999999999999	3.7	0.8	5.1
GCA_037367255.1	21968611	516951	Phrynocephalus putjatai (lizards & snakes)	Phrynocephalus putjatai	CIB_Pput_1.0	GCA_037367255.1	reference genome		Contig	2024/03/19 00:00	haploid	3298286	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/367/255/GCA_037367255.1_CIB_Pput_1.0/GCA_037367255.1_CIB_Pput_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/367/255/GCA_037367255.1_CIB_Pput_1.0		1915366425	43.5	1	No	41.34	93.3	91.1	2.2	1.4	5.3
GCA_037367305.1	21968651	171652	Phrynocephalus vlangalii (Pylzow's toadhead agama)	Phrynocephalus vlangalii	CIB_Pvla_1.0	GCA_037367305.1	reference genome		Contig	2024/03/19 00:00	haploid	4113497	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/367/305/GCA_037367305.1_CIB_Pvla_1.0/GCA_037367305.1_CIB_Pvla_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/367/305/GCA_037367305.1_CIB_Pvla_1.0		1866892976	43.5	1	No	40.55	93	90.9	2.1	1.4	5.7
GCA_037575465.1	22131861	648198	Pantherophis spiloides (snakes)	Pantherophis spiloides	rPanSpi1_p1.0	GCA_037575465.1	reference genome		Contig	2024/03/27 00:00	haploid (principal pseudohaplotype of diploid)	66322725	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/575/465/GCA_037575465.1_rPanSpi1_p1.0/GCA_037575465.1_rPanSpi1_p1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/575/465/GCA_037575465.1_rPanSpi1_p1.0		1791426338	40.5	2	No	44.57	93.1	91.39999999999999	1.7	1.1	5.8
GCA_037575665.1	22092701	648198	Pantherophis spiloides (snakes)	Pantherophis spiloides	rPanSpi1_a1.0	GCA_037575665.1	na		Contig	2024/03/26 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	66322324		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/575/665/GCA_037575665.1_rPanSpi1_a1.0/GCA_037575665.1_rPanSpi1_a1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/575/665/GCA_037575665.1_rPanSpi1_a1.0				2	No	NA	NA	NA	NA	NA	NA
GCA_038048715.1	22316111	3052055	Coluber constrictor foxii (Eastern racer)	Coluber constrictor	rColCon1_a1.0	GCA_038048715.1	na		Scaffold	2024/04/10 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	75089467		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/048/715/GCA_038048715.1_rColCon1_a1.0/GCA_038048715.1_rColCon1_a1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/048/715/GCA_038048715.1_rColCon1_a1.0				2	Yes	NA	NA	NA	NA	NA	NA
GCA_038048745.1	22404121	3052055	Coluber constrictor foxii (Eastern racer)	Coluber constrictor	rColCon1_p1.0	GCA_038048745.1	reference genome		Chromosome	2024/04/17 00:00	haploid (principal pseudohaplotype of diploid)	72486006	170815331	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/048/745/GCA_038048745.1_rColCon1_p1.0/GCA_038048745.1_rColCon1_p1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/048/745/GCA_038048745.1_rColCon1_p1.0		1829145047	40.5	2	Yes	42.82	93.5	85.2	8.3	0.9	5.5
GCA_039707465.1	22649621	126483	Rhabdophis nuchalis (Hubei keelback)	Rhabdophis nuchalis	ASM3970746v1	GCA_039707465.1	reference genome		Chromosome	2024/05/20 00:00	haploid	104787037	204956984	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/707/465/GCA_039707465.1_ASM3970746v1/GCA_039707465.1_ASM3970746v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/707/465/GCA_039707465.1_ASM3970746v1		1924646879	42	1	Yes	50.64	92.9	91.10000000000001	1.8	1.3	5.8
GCA_039797435.1	22699501	8729	Crotalus adamanteus (eastern diamondback rattlesnake)	Crotalus adamanteus	Cadamanteus_3dDNAHiC_1.2	GCA_039797435.1	reference genome		Chromosome	2024/05/24 00:00	haploid	67532859	208942360	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/797/435/GCA_039797435.1_Cadamanteus_3dDNAHiC_1.2/GCA_039797435.1_Cadamanteus_3dDNAHiC_1.2_assembly_stats.txt	GCA_039797435.1_Cadamanteus_3dDNAHiC_1.2_genomic.gff.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/797/435/GCA_039797435.1_Cadamanteus_3dDNAHiC_1.2	21841	1696190989	40	2	Yes	45.09	93.3	91.6	1.7	1.1	5.6
GCA_039880715.1	22729711	8756	Sistrurus catenatus (massasauga)	Sistrurus catenatus	rSisCat1_a1.0	GCA_039880715.1	na		Scaffold	2024/05/28 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	12532727		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/880/715/GCA_039880715.1_rSisCat1_a1.0/GCA_039880715.1_rSisCat1_a1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/880/715/GCA_039880715.1_rSisCat1_a1.0				3	Yes	NA	NA	NA	NA	NA	NA
GCA_039880765.1	22742661	8756	Sistrurus catenatus (massasauga)	Sistrurus catenatus	rSisCat1_p1.0	GCA_039880765.1	reference genome		Chromosome	2024/05/29 00:00	haploid (principal pseudohaplotype of diploid)	12532727	200181838	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/880/765/GCA_039880765.1_rSisCat1_p1.0/GCA_039880765.1_rSisCat1_p1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/880/765/GCA_039880765.1_rSisCat1_p1.0		1559847505	40	3	Yes	42.1	91.4	90.10000000000001	1.3	1.3	7.3
GCA_040207535.1	22890131	143539	Correlophus ciliatus (crested gecko)	Correlophus ciliatus	USC_Ccil_1.0	GCA_040207535.1	reference genome		Scaffold	2024/06/17 00:00	haploid	109210969	109210969	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/207/535/GCA_040207535.1_USC_Ccil_1.0/GCA_040207535.1_USC_Ccil_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/207/535/GCA_040207535.1_USC_Ccil_1.0		1652967480	45	2	Yes	34.48	96.2	94.8	1.4	0.9	2.9
GCA_040207615.1	22890151	8678	Aipysurus laevis (olive-brown sea snake)	Aipysurus laevis	KLS1140-ALA	GCA_040207615.1	reference genome		Scaffold	2024/06/17 00:00	haploid	26375519	27079146	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/207/615/GCA_040207615.1_KLS1140-ALA/GCA_040207615.1_KLS1140-ALA_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/207/615/GCA_040207615.1_KLS1140-ALA		2074352530	41	1	No	52.81	92.8	91.2	1.6	1.1	6.1
GCA_040285375.1	22937841	1816318	Laudakia wui (Wuis rock agama)	Laudakia wui	ASM4028537v1	GCA_040285375.1	reference genome		Chromosome	2024/06/25 00:00	haploid	170066346	273178261	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/285/375/GCA_040285375.1_ASM4028537v1/GCA_040285375.1_ASM4028537v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/285/375/GCA_040285375.1_ASM4028537v1		1779364323	42.5	1	Yes	34.25	96.3	94.7	1.6	0.8	2.9
GCA_041107755.1	23332931	2202412	Leptophis mexicanus (Mexican parrot snake)	Leptophis mexicanus	ASM4110775v1	GCA_041107755.1	reference genome		Scaffold	2024/08/08 00:00	haploid	5497	75049723	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/107/755/GCA_041107755.1_ASM4110775v1/GCA_041107755.1_ASM4110775v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/107/755/GCA_041107755.1_ASM4110775v1		1672404947	40	1	No	31.15	78.1	77.19999999999999	0.9	7.4	14.5
GCA_041108255.1	23333021	1159290	Xenodon rabdocephalus (snakes)	Xenodon rabdocephalus	ASM4110825v1	GCA_041108255.1	reference genome		Scaffold	2024/08/08 00:00	haploid	311	316	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/108/255/GCA_041108255.1_ASM4110825v1/GCA_041108255.1_ASM4110825v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/108/255/GCA_041108255.1_ASM4110825v1		538834981	43.5	1	No	18.42	0.3	0.3	0	5.9	93.9
GCA_041295975.1	23424011	1476580	Laemanctus serratus (lizards & snakes)	Laemanctus serratus	ASM4129597v1	GCA_041295975.1	reference genome		Scaffold	2024/08/15 00:00	haploid	6107	7591	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/295/975/GCA_041295975.1_ASM4129597v1/GCA_041295975.1_ASM4129597v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/295/975/GCA_041295975.1_ASM4129597v1		1937125715	42	1	No	31.4	38.2	37.800000000000004	0.4	28.2	33.6
GCA_041380405.1	23479061	3095121	Spondylurus nitidus (lizards & snakes)	Spondylurus nitidus	SponNit_1.0	GCA_041380405.1	reference genome		Chromosome	2024/08/21 00:00	haploid	199700853	208671581	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/380/405/GCA_041380405.1_SponNit_1.0/GCA_041380405.1_SponNit_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/380/405/GCA_041380405.1_SponNit_1.0		1397757386	43.5	1	Yes	33.3	96.6	95.39999999999999	1.2	0.7	2.7
GCA_041475465.1	23512211	740940	Phrynocephalus guinanensis (lizards & snakes)	Phrynocephalus guinanensis	UCB_Pguinanensis	GCA_041475465.1	na		Scaffold	2024/08/26 00:00	haploid	19391		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/475/465/GCA_041475465.1_UCB_Pguinanensis/GCA_041475465.1_UCB_Pguinanensis_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/475/465/GCA_041475465.1_UCB_Pguinanensis				2	Yes	NA	NA	NA	NA	NA	NA
GCA_041722995.1	23659081	316450	Acritoscincus duperreyi (lizards & snakes)	Acritoscincus duperreyi	BDup_flyeont_v3	GCA_041722995.1	na		Chromosome	2024/09/03 00:00	haploid	3491534		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/722/995/GCA_041722995.1_BDup_flyeont_v3/GCA_041722995.1_BDup_flyeont_v3_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/722/995/GCA_041722995.1_BDup_flyeont_v3				2	Yes	NA	NA	NA	NA	NA	NA
GCA_041722995.2	25113251	316450	Acritoscincus duperreyi (lizards & snakes)	Acritoscincus duperreyi	BASDU_1.0	GCA_041722995.2	reference genome		Chromosome	2024/11/06 00:00	haploid	90404876	222269761	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/722/995/GCA_041722995.2_BASDU_1.0/GCA_041722995.2_BASDU_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/722/995/GCA_041722995.2_BASDU_1.0		1567894183	43	2	Yes	39.91	96.2	94	2.2	0.8	3
GCA_041731335.1	23661571	911496	Gonatodes alexandermendesi (lizards & snakes)	Gonatodes alexandermendesi	ASM4173133v1	GCA_041731335.1	reference genome		Scaffold	2024/09/03 00:00	haploid	2440	29801607	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/731/335/GCA_041731335.1_ASM4173133v1/GCA_041731335.1_ASM4173133v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/731/335/GCA_041731335.1_ASM4173133v1		2422479999	43	1	No	27.09	64.9	64.2	0.7	14.4	20.8
GCA_041893435.1	23742791	8735	Crotalus ruber (red diamond rattlesnake)	Crotalus ruber	ASM4189343v1	GCA_041893435.1	reference genome		Scaffold	2024/09/10 00:00	haploid	5135385	6254503	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/893/435/GCA_041893435.1_ASM4189343v1/GCA_041893435.1_ASM4189343v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/893/435/GCA_041893435.1_ASM4189343v1		1586194038	40	1	No	42.86	93	91.8	1.2	1.2	5.8
GCA_042257475.1	23990491	886391	Asaccus caudivolvulus (lizards & snakes)	Asaccus caudivolvulus	ASM4225747v1	GCA_042257475.1	reference genome		Chromosome	2024/09/27 00:00	haploid	19951807	114541579	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/257/475/GCA_042257475.1_ASM4225747v1/GCA_042257475.1_ASM4225747v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/257/475/GCA_042257475.1_ASM4225747v1		1733398839	44.5	1	Yes	33.63	96.2	94.7	1.5	0.7	3.1
GCA_042478105.1	24049811	39310	Gallotia galloti (Gallot's lizard)	Gallotia galloti	CIBIO_Ggalloti_1.0	GCA_042478105.1	reference genome		Scaffold	2024/10/02 00:00	haploid	262190	58154731	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/478/105/GCA_042478105.1_CIBIO_Ggalloti_1.0/GCA_042478105.1_CIBIO_Ggalloti_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/478/105/GCA_042478105.1_CIBIO_Ggalloti_1.0		1178193302	43	1	No	27.51	96.6	95.19999999999999	1.4	0.9	2.5
GCA_042902775.1	24255091	8692	Bitis arietans (puff adder)	Bitis arietans	ASM4290277v1	GCA_042902775.1	reference genome		Scaffold	2024/10/10 00:00	haploid	5745	6586	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/775/GCA_042902775.1_ASM4290277v1/GCA_042902775.1_ASM4290277v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/775/GCA_042902775.1_ASM4290277v1		1504653946	39.5	1	No	34.19	42.2	41.7	0.5	25.7	32.1
GCA_042902795.1	24255101	8654	Naja nigricollis (spitting cobra)	Naja nigricollis	ASM4290279v1	GCA_042902795.1	reference genome		Scaffold	2024/10/10 00:00	haploid	6220	7030	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/795/GCA_042902795.1_ASM4290279v1/GCA_042902795.1_ASM4290279v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/795/GCA_042902795.1_ASM4290279v1		1557685408	40	1	No	35.21	41.2	40.800000000000004	0.4	25.9	32.9
GCA_042902815.1	24255111	44735	Causus rhombeatus (snakes)	Causus rhombeatus	ASM4290281v1	GCA_042902815.1	reference genome		Scaffold	2024/10/10 00:00	haploid	5757	6516	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/815/GCA_042902815.1_ASM4290281v1/GCA_042902815.1_ASM4290281v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/815/GCA_042902815.1_ASM4290281v1		1441227104	40	1	No	34.98	40.3	39.9	0.4	26.1	33.7
GCA_042902835.1	24255351	153723	Hemidactylus brookii (lizards & snakes)	Hemidactylus brookii	ASM4290283v1	GCA_042902835.1	reference genome		Scaffold	2024/10/10 00:00	haploid	4241	5231	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/835/GCA_042902835.1_ASM4290283v1/GCA_042902835.1_ASM4290283v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/835/GCA_042902835.1_ASM4290283v1		1959412682	43	1	No	28.09	32.2	31.700000000000003	0.5	27.5	40.3
GCA_042902875.1	24255361	39023	Micrurus diastema (variable coral snake)	Micrurus diastema	ASM4290287v1	GCA_042902875.1	reference genome		Scaffold	2024/10/10 00:00	haploid	5421	6228	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/875/GCA_042902875.1_ASM4290287v1/GCA_042902875.1_ASM4290287v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/875/GCA_042902875.1_ASM4290287v1		1595859904	40	1	No	37.25	40.8	40.4	0.4	25.9	33.3
GCA_042902895.1	24255371	617161	Trioceros balebicornutus (lizards & snakes)	Trioceros balebicornutus	ASM4290289v1	GCA_042902895.1	reference genome		Scaffold	2024/10/10 00:00	haploid	3283	3774	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/895/GCA_042902895.1_ASM4290289v1/GCA_042902895.1_ASM4290289v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/895/GCA_042902895.1_ASM4290289v1		1923204000	43.5	1	No	34.93	25.4	25.099999999999998	0.3	26.8	47.8
GCA_043090225.1	24352211	1720241	Anolis rodriguezii (Rodriguez's anole)	Anolis rodriguezii	ASM4309022v1	GCA_043090225.1	reference genome		Scaffold	2024/10/12 00:00	haploid	2957	242524223	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/225/GCA_043090225.1_ASM4309022v1/GCA_043090225.1_ASM4309022v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/225/GCA_043090225.1_ASM4309022v1		2058309103	41.5	1	No	28.77	80.9	79.80000000000001	1.1	7.2	11.9
GCA_043090385.1	24351131	2516550	Acanthocercus minutus (lizards & snakes)	Acanthocercus minutus	ASM4309038v1	GCA_043090385.1	reference genome		Scaffold	2024/10/12 00:00	haploid	8487	13094	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/385/GCA_043090385.1_ASM4309038v1/GCA_043090385.1_ASM4309038v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/385/GCA_043090385.1_ASM4309038v1		1677815126	42	1	No	28.94	54.1	53.300000000000004	0.8	23.7	22.2
GCA_043090425.1	24351121	91908	Chamaeleo dilepis (flapneck chameleon)	Chamaeleo dilepis	ASM4309042v1	GCA_043090425.1	reference genome		Scaffold	2024/10/12 00:00	haploid	9578	12659	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/425/GCA_043090425.1_ASM4309042v1/GCA_043090425.1_ASM4309042v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/425/GCA_043090425.1_ASM4309042v1		1786175575	42.5	1	No	37.31	49.2	48.6	0.6	24.9	25.9
GCA_043090505.1	24351111	8639	Naja haje (snakes)	Naja haje	ASM4309050v1	GCA_043090505.1	reference genome		Scaffold	2024/10/12 00:00	haploid	3239	3546	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/505/GCA_043090505.1_ASM4309050v1/GCA_043090505.1_ASM4309050v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/505/GCA_043090505.1_ASM4309050v1		1366997453	39	1	No	32.03	20.2	20	0.2	25.1	54.7
GCA_043090545.1	24351141	427726	Leptodeira frenata (rainforest cat-eyed snake)	Leptodeira frenata	ASM4309054v1	GCA_043090545.1	reference genome		Scaffold	2024/10/12 00:00	haploid	3727	4104	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/545/GCA_043090545.1_ASM4309054v1/GCA_043090545.1_ASM4309054v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/545/GCA_043090545.1_ASM4309054v1		1498896549	40.5	1	No	35.62	27.9	27.599999999999998	0.3	25.9	46.2
GCA_043090665.1	24352271	323608	Anolis tropidonotus (lizards & snakes)	Anolis tropidonotus	ASM4309066v1	GCA_043090665.1	reference genome		Scaffold	2024/10/12 00:00	haploid	4522	198463375	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/665/GCA_043090665.1_ASM4309066v1/GCA_043090665.1_ASM4309066v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/665/GCA_043090665.1_ASM4309066v1		2033670527	41.5	1	No	29.68	79.2	78	1.2	9	11.8
GCA_043090695.1	24351201	8722	Bothrops asper (terciopelo)	Bothrops asper	ASM4309069v1	GCA_043090695.1	reference genome		Scaffold	2024/10/12 00:00	haploid	4954	5615	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/695/GCA_043090695.1_ASM4309069v1/GCA_043090695.1_ASM4309069v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/090/695/GCA_043090695.1_ASM4309069v1		1472702756	40	1	No	34.27	36.7	36.1	0.6	26.3	36.9
